user_id,event,timestamp,device,traffic_source,country
user_35,add_to_cart,2023-05-10 17:44:00,Mobile,Email,BR
user_35,checkout_start,2023-05-10 17:56:00,Mobile,Email,BR
user_35,purchase_complete,2023-05-10 18:40:00,Mobile,Email,BR
user_36,landing_page,2023-05-11 05:27:00,Mobile,Social Media,DE
user_36,product_view,2023-05-11 05:58:00,Mobile,Social Media,DE
user_36,add_to_cart,2023-05-11 06:17:00,Mobile,Social Media,DE
user_37,landing_page,2023-06-29 04:22:00,Tablet,Social Media,BR
user_38,landing_page,2023-05-28 20:54:00,Tablet,Email,AU
user_38,product_view,2023-05-28 20:56:00,Tablet,Email,AU
user_38,add_to_cart,2023-05-28 21:03:00,Tablet,Email,AU
user_38,checkout_start,2023-05-28 21:16:00,Tablet,Email,AU
user_38,purchase_complete,2023-05-28 21:20:00,Tablet,Email,AU
user_39,landing_page,2023-05-12 03:50:00,Tablet,Organic Search,BR
user_39,product_view,2023-05-12 04:20:00,Tablet,Organic Search,BR
user_39,add_to_cart,2023-05-12 04:34:00,Tablet,Organic Search,BR
user_40,landing_page,2023-06-25 23:29:00,Mobile,Organic Search,US
user_40,product_view,2023-06-25 23:43:00,Mobile,Organic Search,US
user_40,add_to_cart,2023-06-25 23:47:00,Mobile,Organic Search,US
user_40,checkout_start,2023-06-26 00:06:00,Mobile,Organic Search,US
user_41,landing_page,2023-06-19 18:11:00,Mobile,Direct,CA
user_41,product_view,2023-06-19 18:34:00,Mobile,Direct,CA
user_41,add_to_cart,2023-06-19 18:56:00,Mobile,Direct,CA
user_42,landing_page,2023-06-08 21:22:00,Desktop,Paid Ads,CA
user_42,product_view,2023-06-08 21:34:00,Desktop,Paid Ads,CA
user_42,add_to_cart,2023-06-08 21:59:00,Desktop,Paid Ads,CA
user_42,checkout_start,2023-06-08 22:20:00,Desktop,Paid Ads,CA
user_42,purchase_complete,2023-06-08 22:53:00,Desktop,Paid Ads,CA
user_43,landing_page,2023-06-02 15:49:00,Desktop,Paid Ads,JP
user_43,product_view,2023-06-02 15:52:00,Desktop,Paid Ads,JP
user_43,add_to_cart,2023-06-02 16:19:00,Desktop,Paid Ads,JP
user_44,landing_page,2023-05-17 18:21:00,Tablet,Email,BR
user_44,product_view,2023-05-17 18:41:00,Tablet,Email,BR
user_44,add_to_cart,2023-05-17 19:16:00,Tablet,Email,BR
user_45,landing_page,2023-05-18 08:20:00,Tablet,Email,FR
user_46,landing_page,2023-05-08 12:55:00,Desktop,Paid Ads,US
user_47,landing_page,2023-05-14 18:22:00,Tablet,Paid Ads,DE
user_48,landing_page,2023-06-03 06:19:00,Desktop,Social Media,DE
user_49,landing_page,2023-06-14 00:23:00,Desktop,Social Media,BR
user_49,product_view,2023-06-14 01:03:00,Desktop,Social Media,BR
user_50,landing_page,2023-06-14 20:46:00,Desktop,Social Media,CA
user_50,product_view,2023-06-14 21:18:00,Desktop,Social Media,CA
user_50,add_to_cart,2023-06-14 21:50:00,Desktop,Social Media,CA
user_51,landing_page,2023-05-13 01:36:00,Desktop,Email,FR
user_52,landing_page,2023-06-22 19:57:00,Tablet,Paid Ads,DE
user_52,product_view,2023-06-22 20:30:00,Tablet,Paid Ads,DE
user_53,landing_page,2023-06-27 12:10:00,Tablet,Organic Search,UK
user_53,product_view,2023-06-27 12:30:00,Tablet,Organic Search,UK
user_53,add_to_cart,2023-06-27 12:56:00,Tablet,Organic Search,UK
user_53,checkout_start,2023-06-27 13:15:00,Tablet,Organic Search,UK
user_53,purchase_complete,2023-06-27 13:54:00,Tablet,Organic Search,UK
user_54,landing_page,2023-06-06 06:45:00,Desktop,Direct,DE
user_54,product_view,2023-06-06 06:47:00,Desktop,Direct,DE
user_54,add_to_cart,2023-06-06 07:24:00,Desktop,Direct,DE
user_54,checkout_start,2023-06-06 07:53:00,Desktop,Direct,DE
user_54,purchase_complete,2023-06-06 08:25:00,Desktop,Direct,DE
user_55,landing_page,2023-05-18 04:56:00,Tablet,Social Media,BR
user_55,product_view,2023-05-18 05:10:00,Tablet,Social Media,BR
user_55,add_to_cart,2023-05-18 05:18:00,Tablet,Social Media,BR
user_56,landing_page,2023-06-25 19:02:00,Tablet,Direct,FR
user_56,product_view,2023-06-25 19:05:00,Tablet,Direct,FR
user_56,add_to_cart,2023-06-25 19:43:00,Tablet,Direct,FR
user_57,landing_page,2023-05-20 06:15:00,Tablet,Email,AU
user_57,product_view,2023-05-20 06:16:00,Tablet,Email,AU
user_57,add_to_cart,2023-05-20 06:43:00,Tablet,Email,AU
user_57,checkout_start,2023-05-20 07:00:00,Tablet,Email,AU
user_57,purchase_complete,2023-05-20 07:19:00,Tablet,Email,AU
user_58,landing_page,2023-05-04 07:20:00,Desktop,Direct,BR
user_58,product_view,2023-05-04 07:59:00,Desktop,Direct,BR
user_59,landing_page,2023-06-10 02:55:00,Mobile,Organic Search,JP
user_59,product_view,2023-06-10 03:13:00,Mobile,Organic Search,JP
user_60,landing_page,2023-06-29 08:17:00,Mobile,Email,FR
user_61,landing_page,2023-05-10 00:21:00,Desktop,Email,BR
user_61,product_view,2023-05-10 00:59:00,Desktop,Email,BR
user_62,landing_page,2023-05-10 01:17:00,Mobile,Social Media,UK
user_62,product_view,2023-05-10 01:52:00,Mobile,Social Media,UK
user_62,add_to_cart,2023-05-10 02:24:00,Mobile,Social Media,UK
user_62,checkout_start,2023-05-10 02:37:00,Mobile,Social Media,UK
user_62,purchase_complete,2023-05-10 02:41:00,Mobile,Social Media,UK
user_63,landing_page,2023-06-10 18:13:00,Tablet,Email,UK
user_63,product_view,2023-06-10 18:16:00,Tablet,Email,UK
user_64,landing_page,2023-06-12 04:10:00,Desktop,Direct,AU
user_64,product_view,2023-06-12 04:13:00,Desktop,Direct,AU
user_64,add_to_cart,2023-06-12 04:22:00,Desktop,Direct,AU
user_65,landing_page,2023-05-14 14:25:00,Desktop,Organic Search,AU
user_66,landing_page,2023-05-06 12:57:00,Tablet,Social Media,CA
user_67,landing_page,2023-05-26 16:08:00,Tablet,Email,BR
user_67,product_view,2023-05-26 16:33:00,Tablet,Email,BR
user_68,landing_page,2023-05-18 12:10:00,Tablet,Email,AU
user_68,product_view,2023-05-18 12:36:00,Tablet,Email,AU
user_68,add_to_cart,2023-05-18 12:54:00,Tablet,Email,AU
user_69,landing_page,2023-06-14 22:37:00,Tablet,Paid Ads,AU
user_70,landing_page,2023-06-29 10:51:00,Desktop,Direct,FR
user_70,product_view,2023-06-29 11:18:00,Desktop,Direct,FR
user_70,add_to_cart,2023-06-29 11:50:00,Desktop,Direct,FR
user_71,landing_page,2023-05-28 03:35:00,Mobile,Paid Ads,FR
user_72,landing_page,2023-06-20 01:32:00,Tablet,Email,BR
user_73,landing_page,2023-05-04 11:39:00,Mobile,Direct,JP
user_74,landing_page,2023-06-06 18:12:00,Tablet,Email,CA
user_74,product_view,2023-06-06 18:25:00,Tablet,Email,CA
user_75,landing_page,2023-05-21 23:38:00,Tablet,Email,JP
user_75,product_view,2023-05-22 00:13:00,Tablet,Email,JP
user_75,add_to_cart,2023-05-22 00:18:00,Tablet,Email,JP
user_76,landing_page,2023-05-26 09:17:00,Mobile,Social Media,DE
user_76,product_view,2023-05-26 09:42:00,Mobile,Social Media,DE
user_77,landing_page,2023-06-14 14:16:00,Tablet,Organic Search,IN
user_77,product_view,2023-06-14 14:35:00,Tablet,Organic Search,IN
user_78,landing_page,2023-05-21 18:19:00,Mobile,Organic Search,FR
user_78,product_view,2023-05-21 18:48:00,Mobile,Organic Search,FR
user_78,add_to_cart,2023-05-21 19:31:00,Mobile,Organic Search,FR
user_78,checkout_start,2023-05-21 20:03:00,Mobile,Organic Search,FR
user_79,landing_page,2023-06-23 08:41:00,Mobile,Organic Search,DE
user_79,product_view,2023-06-23 09:23:00,Mobile,Organic Search,DE
user_80,landing_page,2023-06-20 23:24:00,Mobile,Organic Search,DE
user_80,product_view,2023-06-20 23:49:00,Mobile,Organic Search,DE
user_80,add_to_cart,2023-06-20 23:50:00,Mobile,Organic Search,DE
user_80,checkout_start,2023-06-21 00:34:00,Mobile,Organic Search,DE
user_81,landing_page,2023-05-07 23:59:00,Mobile,Paid Ads,AU
user_82,landing_page,2023-06-23 01:52:00,Desktop,Email,BR
user_82,product_view,2023-06-23 02:15:00,Desktop,Email,BR
user_82,add_to_cart,2023-06-23 02:36:00,Desktop,Email,BR
user_83,landing_page,2023-05-22 01:14:00,Mobile,Email,FR
user_83,product_view,2023-05-22 01:45:00,Mobile,Email,FR
user_84,landing_page,2023-05-31 07:03:00,Tablet,Social Media,AU
user_84,product_view,2023-05-31 07:06:00,Tablet,Social Media,AU
user_84,add_to_cart,2023-05-31 07:09:00,Tablet,Social Media,AU
user_85,landing_page,2023-06-08 00:17:00,Mobile,Organic Search,FR
user_85,product_view,2023-06-08 00:55:00,Mobile,Organic Search,FR
user_85,add_to_cart,2023-06-08 01:40:00,Mobile,Organic Search,FR
user_86,landing_page,2023-06-28 08:04:00,Tablet,Paid Ads,IN
user_86,product_view,2023-06-28 08:27:00,Tablet,Paid Ads,IN
user_86,add_to_cart,2023-06-28 08:36:00,Tablet,Paid Ads,IN
user_87,landing_page,2023-05-09 22:52:00,Tablet,Paid Ads,UK
user_88,landing_page,2023-05-12 13:08:00,Tablet,Organic Search,FR
user_88,product_view,2023-05-12 13:23:00,Tablet,Organic Search,FR
user_89,landing_page,2023-05-16 02:24:00,Mobile,Social Media,IN
user_89,product_view,2023-05-16 03:02:00,Mobile,Social Media,IN
user_90,landing_page,2023-06-10 20:36:00,Mobile,Email,UK
user_90,product_view,2023-06-10 20:50:00,Mobile,Email,UK
user_90,add_to_cart,2023-06-10 21:20:00,Mobile,Email,UK
user_91,landing_page,2023-05-16 01:05:00,Tablet,Social Media,IN
user_91,product_view,2023-05-16 01:07:00,Tablet,Social Media,IN
user_91,add_to_cart,2023-05-16 01:51:00,Tablet,Social Media,IN
user_92,landing_page,2023-06-01 03:45:00,Desktop,Paid Ads,BR
user_92,product_view,2023-06-01 04:03:00,Desktop,Paid Ads,BR
user_93,landing_page,2023-05-10 01:34:00,Mobile,Social Media,BR
user_94,landing_page,2023-05-02 02:57:00,Desktop,Email,JP
user_94,product_view,2023-05-02 03:36:00,Desktop,Email,JP
user_94,add_to_cart,2023-05-02 03:46:00,Desktop,Email,JP
user_95,landing_page,2023-05-28 03:10:00,Mobile,Direct,UK
user_96,landing_page,2023-05-26 23:11:00,Desktop,Social Media,IN
user_97,landing_page,2023-06-13 02:37:00,Desktop,Email,FR
user_97,product_view,2023-06-13 02:46:00,Desktop,Email,FR
user_97,add_to_cart,2023-06-13 03:25:00,Desktop,Email,FR
user_97,checkout_start,2023-06-13 03:39:00,Desktop,Email,FR
user_98,landing_page,2023-05-10 03:14:00,Mobile,Email,JP
user_99,landing_page,2023-06-21 20:30:00,Tablet,Organic Search,AU
user_100,landing_page,2023-06-29 15:57:00,Tablet,Paid Ads,DE
user_100,product_view,2023-06-29 16:04:00,Tablet,Paid Ads,DE
user_101,landing_page,2023-06-19 13:23:00,Tablet,Paid Ads,AU
user_101,product_view,2023-06-19 13:58:00,Tablet,Paid Ads,AU
user_102,landing_page,2023-05-31 08:32:00,Tablet,Paid Ads,JP
user_102,product_view,2023-05-31 08:46:00,Tablet,Paid Ads,JP
user_103,landing_page,2023-05-11 23:57:00,Tablet,Direct,FR
user_104,landing_page,2023-05-27 06:15:00,Tablet,Organic Search,US
user_104,product_view,2023-05-27 06:33:00,Tablet,Organic Search,US
user_105,landing_page,2023-06-15 06:04:00,Mobile,Email,UK
user_105,product_view,2023-06-15 06:47:00,Mobile,Email,UK
user_106,landing_page,2023-06-13 12:46:00,Tablet,Social Media,JP
user_106,product_view,2023-06-13 13:09:00,Tablet,Social Media,JP
user_107,landing_page,2023-05-08 10:22:00,Mobile,Paid Ads,JP
user_108,landing_page,2023-06-21 15:19:00,Mobile,Organic Search,AU
user_109,landing_page,2023-06-27 15:23:00,Mobile,Paid Ads,FR
user_110,landing_page,2023-05-28 23:31:00,Mobile,Email,CA
user_110,product_view,2023-05-28 23:39:00,Mobile,Email,CA
user_111,landing_page,2023-06-29 22:43:00,Mobile,Email,DE
user_112,landing_page,2023-05-15 03:09:00,Desktop,Email,CA
user_113,landing_page,2023-05-14 22:12:00,Desktop,Direct,JP
user_114,landing_page,2023-05-03 11:48:00,Tablet,Paid Ads,FR
user_114,product_view,2023-05-03 12:12:00,Tablet,Paid Ads,FR
user_115,landing_page,2023-06-03 10:41:00,Mobile,Direct,JP
user_116,landing_page,2023-05-27 19:20:00,Tablet,Email,US
user_117,landing_page,2023-05-01 16:55:00,Desktop,Organic Search,AU
user_117,product_view,2023-05-01 17:24:00,Desktop,Organic Search,AU
user_118,landing_page,2023-06-08 13:10:00,Mobile,Social Media,FR
user_119,landing_page,2023-05-04 15:38:00,Tablet,Organic Search,BR
user_120,landing_page,2023-06-05 15:05:00,Desktop,Email,JP
user_121,landing_page,2023-06-28 11:13:00,Desktop,Paid Ads,DE
user_122,landing_page,2023-05-04 11:19:00,Tablet,Email,AU
user_122,product_view,2023-05-04 11:33:00,Tablet,Email,AU
user_122,add_to_cart,2023-05-04 11:43:00,Tablet,Email,AU
user_123,landing_page,2023-05-26 07:49:00,Tablet,Social Media,BR
user_123,product_view,2023-05-26 08:32:00,Tablet,Social Media,BR
user_123,add_to_cart,2023-05-26 09:06:00,Tablet,Social Media,BR
user_124,landing_page,2023-06-30 09:11:00,Desktop,Direct,CA
user_125,landing_page,2023-05-20 01:27:00,Tablet,Social Media,DE
user_126,landing_page,2023-05-15 21:03:00,Tablet,Email,AU
user_126,product_view,2023-05-15 21:07:00,Tablet,Email,AU
user_126,add_to_cart,2023-05-15 21:36:00,Tablet,Email,AU
user_127,landing_page,2023-06-12 19:57:00,Tablet,Paid Ads,DE
user_127,product_view,2023-06-12 20:36:00,Tablet,Paid Ads,DE
user_128,landing_page,2023-05-19 18:03:00,Mobile,Direct,US
user_129,landing_page,2023-05-08 15:23:00,Desktop,Paid Ads,US
user_129,product_view,2023-05-08 15:33:00,Desktop,Paid Ads,US
user_129,add_to_cart,2023-05-08 16:09:00,Desktop,Paid Ads,US
user_130,landing_page,2023-05-29 19:50:00,Mobile,Email,FR
user_131,landing_page,2023-06-05 00:24:00,Tablet,Direct,UK
user_131,product_view,2023-06-05 00:33:00,Tablet,Direct,UK
user_131,add_to_cart,2023-06-05 01:15:00,Tablet,Direct,UK
user_132,landing_page,2023-06-24 06:22:00,Mobile,Organic Search,JP
user_133,landing_page,2023-06-22 08:33:00,Mobile,Email,AU
user_133,product_view,2023-06-22 08:39:00,Mobile,Email,AU
user_134,landing_page,2023-06-24 09:41:00,Desktop,Direct,AU
user_134,product_view,2023-06-24 09:51:00,Desktop,Direct,AU
user_134,add_to_cart,2023-06-24 10:26:00,Desktop,Direct,AU
user_134,checkout_start,2023-06-24 10:33:00,Desktop,Direct,AU
user_134,purchase_complete,2023-06-24 10:54:00,Desktop,Direct,AU
user_135,landing_page,2023-05-15 18:08:00,Tablet,Social Media,AU
user_135,product_view,2023-05-15 18:38:00,Tablet,Social Media,AU
user_136,landing_page,2023-05-17 19:03:00,Desktop,Direct,BR
user_136,product_view,2023-05-17 19:48:00,Desktop,Direct,BR
user_137,landing_page,2023-05-04 16:33:00,Mobile,Paid Ads,DE
user_137,product_view,2023-05-04 16:46:00,Mobile,Paid Ads,DE
user_138,landing_page,2023-06-27 16:27:00,Mobile,Social Media,DE
user_138,product_view,2023-06-27 16:30:00,Mobile,Social Media,DE
user_139,landing_page,2023-06-09 23:10:00,Mobile,Direct,FR
user_140,landing_page,2023-05-26 04:24:00,Mobile,Direct,JP
user_141,landing_page,2023-06-17 08:19:00,Desktop,Paid Ads,FR
user_142,landing_page,2023-05-27 03:42:00,Tablet,Paid Ads,BR
user_142,product_view,2023-05-27 04:13:00,Tablet,Paid Ads,BR
user_143,landing_page,2023-06-30 15:11:00,Tablet,Email,CA
user_143,product_view,2023-06-30 15:50:00,Tablet,Email,CA
user_143,add_to_cart,2023-06-30 16:02:00,Tablet,Email,CA
user_144,landing_page,2023-05-06 08:38:00,Desktop,Paid Ads,DE
user_145,landing_page,2023-06-03 03:09:00,Desktop,Email,CA
user_145,product_view,2023-06-03 03:26:00,Desktop,Email,CA
user_145,add_to_cart,2023-06-03 04:06:00,Desktop,Email,CA
user_146,landing_page,2023-05-07 02:37:00,Desktop,Email,BR
user_146,product_view,2023-05-07 02:55:00,Desktop,Email,BR
user_146,add_to_cart,2023-05-07 03:20:00,Desktop,Email,BR
user_147,landing_page,2023-06-29 02:16:00,Tablet,Organic Search,US
user_147,product_view,2023-06-29 03:00:00,Tablet,Organic Search,US
user_147,add_to_cart,2023-06-29 03:25:00,Tablet,Organic Search,US
user_147,checkout_start,2023-06-29 03:49:00,Tablet,Organic Search,US
user_147,purchase_complete,2023-06-29 04:31:00,Tablet,Organic Search,US
user_148,landing_page,2023-05-14 02:01:00,Desktop,Paid Ads,CA
user_149,landing_page,2023-06-30 03:16:00,Tablet,Organic Search,BR
user_149,product_view,2023-06-30 03:53:00,Tablet,Organic Search,BR
user_149,add_to_cart,2023-06-30 04:37:00,Tablet,Organic Search,BR
user_149,checkout_start,2023-06-30 04:39:00,Tablet,Organic Search,BR
user_149,purchase_complete,2023-06-30 04:56:00,Tablet,Organic Search,BR
user_150,landing_page,2023-05-21 09:10:00,Desktop,Email,CA
user_150,product_view,2023-05-21 09:40:00,Desktop,Email,CA
user_151,landing_page,2023-05-16 11:56:00,Desktop,Paid Ads,DE
user_152,landing_page,2023-05-30 23:21:00,Desktop,Paid Ads,CA
user_152,product_view,2023-05-30 23:25:00,Desktop,Paid Ads,CA
user_152,add_to_cart,2023-05-30 23:57:00,Desktop,Paid Ads,CA
user_152,checkout_start,2023-05-31 00:35:00,Desktop,Paid Ads,CA
user_152,purchase_complete,2023-05-31 00:52:00,Desktop,Paid Ads,CA
user_153,landing_page,2023-06-30 16:15:00,Desktop,Direct,JP
user_153,product_view,2023-06-30 16:30:00,Desktop,Direct,JP
user_154,landing_page,2023-05-09 17:02:00,Mobile,Organic Search,CA
user_154,product_view,2023-05-09 17:15:00,Mobile,Organic Search,CA
user_154,add_to_cart,2023-05-09 17:24:00,Mobile,Organic Search,CA
user_155,landing_page,2023-05-26 13:31:00,Mobile,Paid Ads,JP
user_155,product_view,2023-05-26 14:01:00,Mobile,Paid Ads,JP
user_156,landing_page,2023-05-26 11:46:00,Tablet,Social Media,IN
user_157,landing_page,2023-05-27 17:31:00,Mobile,Direct,US
user_158,landing_page,2023-05-11 09:58:00,Desktop,Organic Search,US
user_158,product_view,2023-05-11 10:32:00,Desktop,Organic Search,US
user_158,add_to_cart,2023-05-11 11:04:00,Desktop,Organic Search,US
user_158,checkout_start,2023-05-11 11:20:00,Desktop,Organic Search,US
user_158,purchase_complete,2023-05-11 11:41:00,Desktop,Organic Search,US
user_159,landing_page,2023-05-28 04:44:00,Tablet,Social Media,UK
user_159,product_view,2023-05-28 04:52:00,Tablet,Social Media,UK
user_159,add_to_cart,2023-05-28 05:34:00,Tablet,Social Media,UK
user_160,landing_page,2023-05-01 13:37:00,Mobile,Direct,US
user_160,product_view,2023-05-01 13:54:00,Mobile,Direct,US
user_161,landing_page,2023-05-14 03:39:00,Mobile,Direct,DE
user_162,landing_page,2023-06-11 16:03:00,Mobile,Direct,IN
user_163,landing_page,2023-05-17 12:22:00,Tablet,Organic Search,UK
user_163,product_view,2023-05-17 12:26:00,Tablet,Organic Search,UK
user_163,add_to_cart,2023-05-17 13:06:00,Tablet,Organic Search,UK
user_164,landing_page,2023-05-18 10:34:00,Tablet,Organic Search,BR
user_164,product_view,2023-05-18 11:02:00,Tablet,Organic Search,BR
user_164,add_to_cart,2023-05-18 11:31:00,Tablet,Organic Search,BR
user_164,checkout_start,2023-05-18 12:12:00,Tablet,Organic Search,BR
user_164,purchase_complete,2023-05-18 12:32:00,Tablet,Organic Search,BR
user_165,landing_page,2023-05-05 03:37:00,Mobile,Organic Search,FR
user_166,landing_page,2023-06-02 17:39:00,Tablet,Organic Search,DE
user_166,product_view,2023-06-02 17:57:00,Tablet,Organic Search,DE
user_167,landing_page,2023-05-11 03:33:00,Mobile,Email,IN
user_167,product_view,2023-05-11 03:44:00,Mobile,Email,IN
user_168,landing_page,2023-06-03 08:01:00,Mobile,Paid Ads,US
user_169,landing_page,2023-05-05 14:59:00,Desktop,Email,CA
user_169,product_view,2023-05-05 15:30:00,Desktop,Email,CA
user_169,add_to_cart,2023-05-05 15:58:00,Desktop,Email,CA
user_169,checkout_start,2023-05-05 16:13:00,Desktop,Email,CA
user_170,landing_page,2023-05-30 16:02:00,Mobile,Email,JP
user_171,landing_page,2023-05-11 02:07:00,Desktop,Email,AU
user_172,landing_page,2023-06-14 23:48:00,Mobile,Paid Ads,US
